dist_mean,dist_var,expanded_mean,expanded_var,heuristic,n_runs,path_len_nodes_mean,path_len_nodes_var,phase,relaxed_mean,relaxed_var,time_s_mean,time_s_var,visited_mean,visited_var
inf,nan,7658.8,14962602.612244898,euclidean,50,191.4,9345.755102040815,first_astar,7771.6,15409730.653061224,0.13108725799946114,0.007165577690259736,7772.0,15407396.734693877
inf,nan,7655.6,14947652.285714285,euclidean,50,191.4,9345.755102040815,repair_after_add,7769.5,15400789.030612245,0.13928980399854482,0.007605064526974662,7770.1,15399242.336734693
inf,nan,7655.6,14947652.285714285,euclidean,50,191.4,9345.755102040815,rerun_after_add,7769.5,15400789.030612245,0.12716278400155714,0.00611985866546609,7770.1,15399242.336734693
inf,nan,1924.5,1618798.6224489796,manhattan,50,191.4,9345.755102040815,first_astar,2521.4,2715914.93877551,0.029406735998345538,0.0005912945572468139,2329.0,2242070.4081632653
inf,nan,1886.3,1512968.9897959183,manhattan,50,191.4,9345.755102040815,repair_after_add,2472.9,2527850.0918367347,0.03098137000342831,0.00044100529222529345,2288.0,2105831.0204081633
inf,nan,1886.3,1512968.9897959183,manhattan,50,191.4,9345.755102040815,rerun_after_add,2472.9,2527850.0918367347,0.027795646000886336,0.0003843631927812563,2288.0,2105831.0204081633
