diag,dist,expanded,h,heuristic,note,p,path_len_nodes,phase,relaxed,run_id,seed,time_s,visited,w
False,238.0,2092,120,manhattan,boxed_repair,0.25,239,repair_after_add,2794,4,9,0.06971079995855689,2582,120
False,238.0,9416,120,euclidean,,0.25,239,first_astar,9583,4,9,0.2461384999915026,9584,120
False,238.0,9441,120,euclidean,,0.25,239,rerun_after_add,9591,4,9,0.13210940000135452,9591,120
False,238.0,9441,120,euclidean,boxed_repair,0.25,239,repair_after_add,9591,4,9,0.136404599994421,9591,120
False,238.0,1338,120,manhattan,,0.25,239,first_astar,1772,0,10,0.018864399986341596,1688,120
False,238.0,2358,120,manhattan,,0.25,239,rerun_after_add,3108,0,10,0.026668399979826063,2899,120
False,238.0,2358,120,manhattan,boxed_repair,0.25,239,repair_after_add,3108,0,10,0.03037749999202788,2899,120
False,238.0,9822,120,euclidean,,0.25,239,first_astar,9969,0,10,0.1221217000274919,9970,120
False,238.0,9796,120,euclidean,,0.25,239,rerun_after_add,9960,0,10,0.11687450000317767,9961,120
False,238.0,9796,120,euclidean,boxed_repair,0.25,239,repair_after_add,9960,0,10,0.12568640004610643,9961,120
False,238.0,1338,120,manhattan,,0.25,239,first_astar,1772,1,10,0.014832800021395087,1688,120
False,238.0,2358,120,manhattan,,0.25,239,rerun_after_add,3108,1,10,0.026584500039462,2899,120
False,238.0,2358,120,manhattan,boxed_repair,0.25,239,repair_after_add,3108,1,10,0.031120500003453344,2899,120
False,238.0,9822,120,euclidean,,0.25,239,first_astar,9969,1,10,0.14282820001244545,9970,120
False,238.0,9796,120,euclidean,,0.25,239,rerun_after_add,9960,1,10,0.17557050002506003,9961,120
False,238.0,9796,120,euclidean,boxed_repair,0.25,239,repair_after_add,9960,1,10,0.21690309996483847,9961,120
False,238.0,1338,120,manhattan,,0.25,239,first_astar,1772,2,10,0.021448699990287423,1688,120
False,238.0,2358,120,manhattan,,0.25,239,rerun_after_add,3108,2,10,0.056325099954847246,2899,120
False,238.0,2358,120,manhattan,boxed_repair,0.25,239,repair_after_add,3108,2,10,0.06053509999765083,2899,120
False,238.0,9822,120,euclidean,,0.25,239,first_astar,9969,2,10,0.16985479998402297,9970,120
False,238.0,9796,120,euclidean,,0.25,239,rerun_after_add,9960,2,10,0.1426550999749452,9961,120
False,238.0,9796,120,euclidean,boxed_repair,0.25,239,repair_after_add,9960,2,10,0.13997129997005686,9961,120
False,238.0,1338,120,manhattan,,0.25,239,first_astar,1772,3,10,0.018756399978883564,1688,120
False,238.0,2358,120,manhattan,,0.25,239,rerun_after_add,3108,3,10,0.02826579997781664,2899,120
False,238.0,2358,120,manhattan,boxed_repair,0.25,239,repair_after_add,3108,3,10,0.028376700007356703,2899,120
False,238.0,9822,120,euclidean,,0.25,239,first_astar,9969,3,10,0.11689710000064224,9970,120
False,238.0,9796,120,euclidean,,0.25,239,rerun_after_add,9960,3,10,0.115040400007274,9961,120
False,238.0,9796,120,euclidean,boxed_repair,0.25,239,repair_after_add,9960,3,10,0.12044319999404252,9961,120
False,238.0,1338,120,manhattan,,0.25,239,first_astar,1772,4,10,0.015128500002902001,1688,120
False,238.0,2358,120,manhattan,,0.25,239,rerun_after_add,3108,4,10,0.02596090000588447,2899,120
False,238.0,2358,120,manhattan,boxed_repair,0.25,239,repair_after_add,3108,4,10,0.028122799994889647,2899,120
False,238.0,9822,120,euclidean,,0.25,239,first_astar,9969,4,10,0.10883179999655113,9970,120
False,238.0,9796,120,euclidean,,0.25,239,rerun_after_add,9960,4,10,0.13799509999807924,9961,120
False,238.0,9796,120,euclidean,boxed_repair,0.25,239,repair_after_add,9960,4,10,0.16805720003321767,9961,120
